Product,Type,Release Date,Process Size,TDP,Die Size,Transistors,Freq,Vendor
AMD A10-5757M,CPU,6/1/13,32,35,246,1178,2500,AMD
AMD Sempron X2 2100,CPU,3/1/08,65,65,118,221,1800,AMD
Intel Core i7-860S,CPU,1/7/10,45,82,296,774,2533,Intel
Intel Pentium 4 HT 3.40,CPU,2/2/04,130,89,131,55,3400,Intel
Intel Celeron 2.60,CPU,6/25/03,130,73,146,55,2600,Intel
AMD Athlon 64 3500+,CPU,5/23/06,90,62,183,154,2200,AMD
Intel Pentium 4 HT 630,CPU,2/20/05,90,84,109,169,3000,Intel
Intel Celeron 445,CPU,5/1/08,65,65,76,105,1866,Intel
AMD Opteron 146 HE,CPU,2/14/04,130,55,193,106,2000,AMD
Intel Core i3-4160,CPU,7/21/14,22,54,177,1400,3600,Intel
Intel Core i7-4790,CPU,5/1/14,22,84,177,1400,3600,Intel
AMD Sempron 2500+,CPU,1/1/01,130,62,101,63,1750,AMD
Intel Core Duo T2700,CPU,6/28/06,65,31,90,151,2333,Intel
Intel Core Solo ULV U1400,CPU,4/19/06,65,5,90,151,1200,Intel
AMD Athlon 64 3500+,CPU,6/1/04,130,89,144,69,2200,AMD
AMD Ryzen 5 2400G,CPU,2/12/18,14,65,210,4950,3600,AMD
AMD Ryzen 3 3250U,CPU,1/6/20,12,15,210,4940,2600,AMD
AMD Athlon II X2 260u,CPU,10/20/09,45,25,117,410,1800,AMD
Intel Xeon Phi 7230F,CPU,6/20/16,14,230,,8000,1300,Intel
Intel Xeon 2.8,CPU,9/11/02,130,89,217,55,2790,Intel
Intel Pentium 4 HT 3.2E,CPU,2/1/04,90,115,109,125,3200,Intel
AMD Athlon XP 2400+,CPU,8/21/02,130,65,80,37,2000,AMD
Intel Core 2 Duo E6320,CPU,4/1/07,65,65,143,291,1860,Intel
AMD Phenom II X2 550 BE,CPU,6/1/09,45,80,258,758,3100,AMD
Intel Celeron G1850,CPU,5/1/14,22,54,177,1400,2900,Intel
Intel Pentium G622,CPU,5/22/11,32,65,131,504,2600,Intel
AMD Athlon 64 FX-70,CPU,11/30/06,90,125,235,227,2600,AMD
Intel Atom 230,CPU,6/3/08,45,4,96,47,1600,Intel
AMD Ryzen 5 3600,CPU,7/7/19,7,65,74,3800,3600,AMD
Intel Pentium 4 HT 2.60,CPU,5/21/03,130,69,131,55,2600,Intel
AMD Ryzen 5 3580U,CPU,10/22/19,12,15,210,4940,2100,AMD
Intel Core i7-4960HQ,CPU,9/1/13,22,47,264,1400,2600,Intel
AMD Mobile Athlon 64 3000+,CPU,8/1/04,130,35,193,106,2000,AMD
Intel Pentium 4 1.5,CPU,11/20/00,180,58,217,42,1500,Intel
AMD Ryzen Embedded V1202B,CPU,2/21/18,14,15,210,4950,2300,AMD
Intel Core i7-870S,CPU,7/19/10,45,82,296,774,2666,Intel
Intel Xeon X5560,CPU,3/30/09,45,95,263,731,2800,Intel
Intel Pentium 4 2.0,CPU,8/27/01,180,72,217,42,2000,Intel
AMD Athlon 64 X2 4600+,CPU,5/23/06,90,89,220,154,2400,AMD
Intel Core 2 Extreme X6800,CPU,7/27/06,65,75,143,291,2933,Intel
AMD Opteron X2 170,CPU,8/2/05,90,110,,233,2000,AMD
Intel Xeon Phi 7250,CPU,6/20/16,14,215,,8000,1400,Intel
Intel Celeron D 330,CPU,6/24/04,90,84,109,125,2667,Intel
Intel Xeon 3.20,CPU,2/1/04,130,97,237,286,3200,Intel
Intel Celeron 2950M,CPU,9/1/13,22,37,118,1400,2000,Intel
Intel Xeon W-3175X,CPU,12/19/18,14,255,,8000,3100,Intel
AMD Ryzen 3 2200G,CPU,2/12/18,14,65,210,4950,3500,AMD
AMD Phenom II X4 945 (95W),CPU,7/22/09,45,95,258,758,3000,AMD
AMD EPYC 7F52,CPU,4/14/20,7,155,74,3800,3500,AMD
Intel Mobile Pentium 4 HT 518,CPU,6/1/04,90,88,112,125,2800,Intel
AMD Athlon 64 2850e,CPU,8/1/08,65,22,77,122,1800,AMD
AMD Athlon 64 X2 4800+,CPU,12/5/06,65,65,126,154,2500,AMD
Intel Celeron G465,CPU,9/1/12,32,35,131,504,1900,Intel
Intel Core i5-2405S,CPU,5/22/11,32,65,216,1160,2500,Intel
Intel Pentium III 1000S,CPU,6/1/01,130,30,80,44,1000,Intel
Intel Pentium B960,CPU,10/2/11,32,35,131,504,2200,Intel
AMD Opteron 240,CPU,5/18/04,130,82,193,106,1400,AMD
AMD Athlon 64 X2 4200+ EE,CPU,5/23/06,90,65,220,154,2200,AMD
AMD Phenom II X6 1075T,CPU,9/21/10,45,125,346,904,3000,AMD
Intel Core 2 Quad Q6600 (95W),CPU,7/23/07,65,95,143,582,2400,Intel
Intel Pentium Dual-Core T4300,CPU,4/1/09,45,35,107,410,2100,Intel
Intel Celeron G1830,CPU,12/1/13,22,54,177,1400,2800,Intel
Intel Xeon 7130N,CPU,8/27/06,65,150,435,1328,3166,Intel
Intel Xeon Phi 3120A,CPU,6/17/13,22,300,350,5000,1100,Intel
Intel Core i3-4350,CPU,5/1/14,22,54,177,1400,3600,Intel
AMD A10-6700,CPU,6/1/13,32,65,246,1178,3700,AMD
Intel Xeon MP 3.16,CPU,3/29/05,90,135,,286,3167,Intel
Intel Core 2 Duo E7500,CPU,1/10/09,45,65,82,228,2933,Intel
AMD A10-6700T,CPU,9/16/13,32,45,246,1178,2500,AMD
AMD Athlon XP 1800+,CPU,10/9/01,180,66,150,37,1533,AMD
Intel Xeon E5-2440 v2,CPU,9/1/13,22,95,160,1400,1900,Intel
AMD A9-9410 SoC,CPU,5/31/16,28,25,124,1200,2900,AMD
Intel Core i3-4130T,CPU,9/1/13,22,35,177,1400,2900,Intel
Intel Core i5-4250U,CPU,6/4/13,22,15,118,1400,1300,Intel
AMD Athlon II X2 240,CPU,7/23/09,45,65,117,410,2800,AMD
AMD Opteron 140,CPU,5/18/04,130,82,193,106,1400,AMD
AMD A8-6500,CPU,6/1/13,32,65,246,1178,3500,AMD
Intel Pentium M 745,CPU,5/10/04,90,21,84,140,1800,Intel
AMD Athlon 64 X2 4600+,CPU,5/23/06,90,89,156,154,2400,AMD
AMD Opteron 4376 HE,CPU,12/4/12,32,65,315,1200,2600,AMD
Intel Xeon E5-2640 v2,CPU,9/1/13,22,95,160,1400,2000,Intel
AMD Ryzen 3 1200,CPU,7/27/17,14,65,192,4800,3100,AMD
AMD Phenom II X4 970 BE,CPU,10/1/10,45,125,346,904,3500,AMD
Intel Xeon X5660,CPU,3/16/10,32,95,239,1170,2800,Intel
AMD Opteron X2 165,CPU,8/2/05,90,110,,233,1800,AMD
AMD Sempron 2800+,CPU,8/1/04,90,62,84,63,1600,AMD
AMD Phenom II X2 B53,CPU,10/1/09,45,80,258,758,2800,AMD
AMD Athlon II X2 255,CPU,1/25/10,45,65,117,410,3100,AMD
Intel Pentium 4 HT 551,CPU,6/12/05,90,115,109,125,3400,Intel
Intel Xeon E5502,CPU,3/30/09,45,80,263,731,1866,Intel
Intel Celeron G555,CPU,9/1/12,32,65,131,504,2700,Intel
AMD Athlon 64 3300+,CPU,4/27/04,130,89,144,105,2400,AMD
Intel Mobile Pentium 4 2.66,CPU,6/11/03,130,66,131,55,2667,Intel
AMD Opteron 6276,CPU,11/14/11,32,115,316,2400,2300,AMD
AMD Opteron 6278,CPU,5/1/12,32,115,316,2400,2400,AMD
Intel Xeon E5-1620 v2,CPU,9/1/13,22,130,160,1400,3700,Intel
AMD Phenom X4 9750 (95W),CPU,3/27/08,65,95,285,450,2400,AMD
AMD Mobile Athlon 64 2700+,CPU,8/1/05,130,35,193,106,1600,AMD
AMD Phenom X3 8600,CPU,3/27/08,65,95,285,450,2300,AMD
AMD FX-4320,CPU,10/23/12,32,95,315,1200,4000,AMD
AMD Athlon 64 X2 5400+ BE,CPU,2/1/08,65,65,126,154,2800,AMD
Intel Core i5-660,CPU,1/7/10,32,73,81,382,3333,Intel
Intel Xeon Bronze 3106,CPU,7/11/17,14,85,,8000,2100,Intel
Intel Celeron D 350,CPU,6/28/05,90,84,109,125,3200,Intel
AMD Opteron X2 175,CPU,8/2/05,90,110,,233,2200,AMD
Intel Celeron 2.10,CPU,11/20/02,130,73,146,55,2100,Intel
Intel Xeon Platinum 9222,CPU,4/2/19,14,250,,8000,2300,Intel
Intel Core i5-2390T,CPU,2/20/11,32,35,131,504,2700,Intel
AMD A6-5400B,CPU,10/2/12,32,65,246,1178,3600,AMD
Intel Core i7-4790K,CPU,5/1/14,22,88,177,1400,4000,Intel
Intel Pentium 4 519,CPU,12/1/04,90,84,109,125,3060,Intel
Intel Pentium III 1000,CPU,7/1/01,130,30,80,44,1000,Intel
AMD Ryzen 7 5800HS,CPU,1/12/21,7,35,156,9800,2800,AMD
AMD Ryzen Threadripper 3970X,CPU,11/25/19,7,280,74,3800,3700,AMD
Intel Pentium 4 HT 524,CPU,1/1/01,90,84,109,125,3060,Intel
AMD Athlon X2 4450e,CPU,4/21/08,65,45,126,154,2300,AMD
Intel Core 2 Extreme QX9650,CPU,11/30/07,45,130,107,820,3000,Intel
Intel Atom D2700,CPU,11/1/11,32,10,66,176,2133,Intel
AMD Ryzen 5 1600,CPU,4/11/17,14,65,192,4800,3200,AMD
AMD Athlon XP 1600+,CPU,10/9/01,180,63,150,37,1400,AMD
AMD Ryzen Threadripper 3990X,CPU,2/7/20,7,280,74,3800,2900,AMD
Intel Xeon Phi 5120D,CPU,6/17/13,22,245,350,5000,1053,Intel
AMD Athlon 64 3200+,CPU,4/14/05,130,62,,105,2000,AMD
Intel Pentium D 950,CPU,1/16/06,65,130,140,376,3400,Intel
AMD Athlon II X4 651,CPU,11/14/11,32,100,228,1178,3000,AMD
Intel Pentium 4 1.6,CPU,7/2/01,180,61,217,42,1600,Intel
Intel Xeon E7-4830 v3,CPU,6/1/15,22,115,160,1400,2100,Intel
AMD EPYC 7642,CPU,8/7/19,7,225,74,3800,2400,AMD
AMD Phenom II X4 940 BE,CPU,1/8/09,45,125,258,758,3000,AMD
Intel Xeon E5-2407 v2,CPU,9/1/13,22,80,160,1400,2400,Intel
AMD Athlon 64 4000+,CPU,10/19/04,90,89,115,105,2400,AMD
Intel Core i5-2467M,CPU,6/1/11,32,17,149,624,1600,Intel
Intel Core 2 Extreme QX6800,CPU,4/9/07,65,130,143,582,2933,Intel
AMD Ryzen 7 3700X,CPU,7/7/19,7,65,74,3800,3600,AMD
Intel Core i7-5960X,CPU,9/1/14,22,140,356,2600,3000,Intel
Intel Celeron G540,CPU,9/4/11,32,65,131,504,2500,Intel
Intel Pentium G4400,CPU,9/1/15,14,51,150,1400,3300,Intel
Intel Atom E625CT,CPU,11/22/10,45,3,26,47,600,Intel
Intel Pentium 4 HT 3.06,CPU,6/1/03,130,110,146,55,3060,Intel
Intel Pentium III 1200,CPU,7/1/01,130,30,80,44,1200,Intel
AMD Sempron 3100+,CPU,1/1/01,130,25,144,69,1800,AMD
Intel Xeon X5670,CPU,3/16/10,32,95,239,1170,2933,Intel
AMD Ryzen Threadripper 1920,CPU,7/29/17,14,140,213,9600,3200,AMD
Intel Core i7-2760QM,CPU,9/4/11,32,45,216,1160,2400,Intel
Intel Core i7-920,CPU,11/17/08,45,130,263,731,2666,Intel
Intel Celeron E3200,CPU,8/30/09,45,65,82,228,2400,Intel
Intel Xeon MP 7041 Dual-Core,CPU,12/1/05,90,135,213,200,3000,Intel
Intel Xeon E3-1225,CPU,4/3/11,32,95,216,1160,3100,Intel
Intel Core Solo T1300,CPU,1/5/06,65,27,90,151,1660,Intel
Intel Pentium 4 HT 530,CPU,6/21/04,90,84,109,125,3000,Intel
Intel Pentium 4 HT 650,CPU,2/20/05,90,84,109,169,3400,Intel
Intel Xeon W3565,CPU,11/1/09,45,130,263,731,3200,Intel
Intel Pentium E6300,CPU,5/9/09,45,65,82,228,2800,Intel
AMD Athlon XP 1900+,CPU,1/1/01,130,53,80,37,1600,AMD
AMD A4-1200,CPU,5/23/13,32,4,246,1178,1000,AMD
Intel Xeon 2.4,CPU,4/23/02,130,89,217,55,2394,Intel
AMD Opteron 242,CPU,8/5/03,130,82,193,106,1600,AMD
Intel Celeron D 335,CPU,6/24/04,90,84,109,125,2800,Intel
Intel Xeon E3-1280 v2,CPU,5/14/12,22,69,160,1400,3600,Intel
Intel Core i7-2860QM,CPU,9/4/11,32,45,216,1160,2500,Intel
Intel Xeon E5-2687W v2,CPU,9/1/13,22,130,160,1400,3400,Intel
AMD Athlon 220GE,CPU,12/21/18,14,35,192,4800,3400,AMD
Intel Atom Z610,CPU,5/4/10,45,1,65,140,800,Intel
Intel Celeron 847,CPU,6/19/11,32,17,131,504,1100,Intel
Intel Xeon X5680,CPU,2/14/10,32,130,239,1170,3333,Intel
Intel Celeron D 352,CPU,5/28/06,65,84,109,125,3200,Intel
Intel Celeron 450,CPU,8/31/08,65,35,77,105,2200,Intel
AMD Athlon XP 3000+,CPU,1/1/01,130,68,101,63,2167,AMD
AMD Opteron 3320 EE,CPU,12/4/12,32,25,315,1200,1900,AMD
AMD Ryzen 7 4800HS,CPU,1/6/20,7,35,156,9800,2900,AMD
AMD Turion 64 ML-44,CPU,1/4/06,90,35,125,114,2400,AMD
Intel Celeron B710,CPU,6/19/11,32,35,131,504,1600,Intel
AMD Opteron X2 880,CPU,9/26/05,90,95,,233,2400,AMD
Intel Core i7-4950HQ,CPU,6/7/13,22,47,264,1400,2400,Intel
Intel Pentium SU2700,CPU,6/2/09,45,10,107,410,1300,Intel
Intel Pentium D 820,CPU,5/26/05,90,130,206,169,2800,Intel
Intel Atom E640T,CPU,9/14/10,45,3,26,47,1000,Intel
AMD Opteron 848 HE,CPU,3/1/05,90,55,,106,2200,AMD
Intel Core i3-2312M,CPU,9/1/11,32,35,149,624,2100,Intel
AMD Opteron 152,CPU,8/2/05,90,104,,106,2600,AMD
AMD Athlon XP 2000+,CPU,6/10/02,130,60,80,37,1667,AMD
AMD Opteron X2 860 HE,CPU,8/1/05,90,55,,233,1600,AMD
AMD Phenom II X2 560 BE,CPU,9/21/10,45,80,258,758,3300,AMD
Intel Pentium P6000,CPU,6/20/10,32,35,81,384,1877,Intel
Intel Atom 330,CPU,6/3/08,45,8,96,47,1600,Intel
Intel Pentium 4 505,CPU,12/1/04,90,84,109,125,2660,Intel
Intel Pentium 2020M,CPU,9/1/12,22,35,118,1400,2400,Intel
AMD FX-6300,CPU,10/23/12,32,95,315,1200,3500,AMD
AMD Athlon II X2 280,CPU,2/6/13,45,65,117,410,3600,AMD
AMD Opteron 6366 HE,CPU,11/5/12,32,85,315,2400,1800,AMD
Intel Pentium III 1133,CPU,7/1/01,130,29,80,44,1133,Intel
Intel Pentium D 920,CPU,1/16/06,65,130,140,376,2800,Intel
Intel Pentium 4 HT EE 3.73,CPU,2/21/05,90,115,109,169,3733,Intel
Intel Atom Z615,CPU,5/4/10,45,2,65,140,1600,Intel
AMD Athlon 64 3200+,CPU,2/20/07,65,45,77,122,2000,AMD
Intel Xeon Platinum 8268,CPU,12/11/18,14,205,,8000,2900,Intel
Intel Xeon E5530,CPU,3/30/09,45,80,263,731,2400,Intel
Intel Core 2 Extreme QX9770,CPU,3/24/08,45,136,107,820,3200,Intel
AMD Opteron 840 EE,CPU,5/18/04,130,30,193,106,1400,AMD
Intel Atom E660T,CPU,9/14/10,45,3,26,47,1300,Intel
AMD A8-3520M,CPU,12/20/11,32,35,228,1178,1600,AMD
Intel Core i7-620M,CPU,1/7/10,32,35,81,384,2677,Intel
AMD Athlon 64 X2 5600+,CPU,2/1/08,65,65,126,154,2900,AMD
AMD Sempron 2800+,CPU,1/1/01,130,62,101,63,2000,AMD
AMD Phenom II X3 720 BE,CPU,2/9/09,45,95,258,758,2800,AMD
AMD EPYC 7252,CPU,8/7/19,7,120,74,3800,2800,AMD
AMD Athlon X2 BE-2300,CPU,10/8/07,65,45,126,154,1900,AMD
Intel Core i7-4771,CPU,9/1/13,22,84,177,1400,3500,Intel
Intel Pentium D 955 EE,CPU,1/16/06,65,130,140,376,3460,Intel
Intel Core i7-4712HQ,CPU,4/1/14,22,37,264,1400,2300,Intel
AMD Sempron 3000+,CPU,2/15/05,130,62,144,69,1800,AMD
Intel Xeon 3.0,CPU,2/14/05,90,135,169,178,3000,Intel
Intel Core i5-2430M,CPU,10/1/11,32,35,149,624,2400,Intel
AMD Athlon 64 X2 5400+,CPU,1/1/08,65,65,126,154,2800,AMD
AMD A6-4400M,CPU,5/15/12,32,35,246,1178,2700,AMD
AMD Athlon 64 X2 5000+ BE,CPU,9/25/07,65,65,126,154,2600,AMD
AMD E1-2500,CPU,5/23/13,32,15,246,1178,1400,AMD
AMD Opteron X2 890,CPU,3/6/06,90,95,,233,2800,AMD
Intel Core i3-2330M,CPU,6/1/11,32,35,149,624,2200,Intel
Intel Core 2 Duo E6850,CPU,7/1/07,65,75,143,291,3000,Intel
AMD A8-3870K,CPU,12/20/11,32,100,228,1178,3000,AMD
AMD Sempron 2800+,CPU,7/28/04,130,62,80,37,1992,AMD
AMD Ryzen 5 1600X,CPU,4/11/17,14,95,192,4800,3600,AMD
Intel Pentium 4 HT 515,CPU,1/1/01,90,84,109,125,2933,Intel
Intel Aubrey Isle,CPU,5/31/10,45,300,684,2300,1200,Intel
AMD Athlon 64 2000+,CPU,6/1/08,65,8,77,122,1000,AMD
Intel Core i5-580M,CPU,9/26/10,32,35,81,382,2667,Intel
AMD Athlon 64 3200+,CPU,4/27/04,130,89,144,69,2200,AMD
Intel Core i3-6320,CPU,9/1/15,14,51,150,1400,3900,Intel
Intel Core 2 Duo T7700,CPU,5/27/07,65,35,143,293,2400,Intel
AMD A8-3820,CPU,12/20/11,32,65,228,1178,2500,AMD
Intel Core 2 Duo T7200,CPU,7/27/06,65,35,143,293,2000,Intel
Intel Mobile Pentium 4 3.06,CPU,6/11/03,130,70,131,55,3067,Intel
AMD Ryzen 7 4800H,CPU,1/6/20,7,54,156,9800,2900,AMD
AMD Ryzen 5 2500X,CPU,10/1/18,12,65,192,4800,3600,AMD
Intel Pentium 4 2.2,CPU,1/7/02,130,92,146,55,2200,Intel
Intel Celeron E1500,CPU,11/30/08,65,65,77,105,2200,Intel
Intel Pentium G620,CPU,5/22/11,32,65,131,504,2600,Intel
AMD Phenom X4 9850B,CPU,8/15/08,65,95,285,450,2500,AMD
Intel Pentium 4 2.0,CPU,8/27/01,180,72,217,42,2000,Intel
AMD Athlon 64 X2 4400+,CPU,12/5/06,65,65,126,154,2300,AMD
Intel Celeron E1600,CPU,5/31/09,65,65,77,105,2400,Intel
AMD Phenom X3 8650,CPU,4/23/08,65,95,285,450,2300,AMD
AMD Opteron 246,CPU,8/5/03,130,89,193,106,2000,AMD
AMD Athlon II X4 645,CPU,9/21/10,45,95,169,300,3100,AMD
AMD A10-5750M,CPU,6/1/13,32,35,246,1178,2500,AMD
Intel Xeon X5672,CPU,2/14/11,32,95,239,1170,3200,Intel
Intel Atom Z510P,CPU,3/2/09,45,2,26,47,1100,Intel
AMD EPYC 7351P,CPU,6/29/17,14,170,213,4800,2400,AMD
Intel Core i7-3740QM,CPU,9/3/12,22,45,160,1400,2700,Intel
AMD Sempron 3300+,CPU,1/1/01,130,62,101,63,2200,AMD
AMD Athlon XP 1500+,CPU,10/9/01,180,60,150,63,1333,AMD
Intel Celeron G1820T,CPU,12/1/13,22,54,177,1400,2400,Intel
Intel Xeon Phi 3120P,CPU,6/17/13,22,300,350,5000,1100,Intel
AMD Sempron X2 2300,CPU,3/1/08,65,65,118,221,2200,AMD
AMD Opteron X2 865,CPU,9/26/05,90,95,,233,1800,AMD
Intel Xeon E3-1220,CPU,4/3/11,32,80,216,1160,3100,Intel
AMD A8-5500,CPU,10/2/12,32,65,246,1178,3200,AMD
AMD Phenom II X3 720,CPU,1/1/10,45,95,258,758,2800,AMD
Intel Xeon W3520,CPU,3/30/09,45,130,263,731,2666,Intel
Intel Core i7-4820K,CPU,9/1/13,22,130,257,1860,3700,Intel
Intel Xeon E5503,CPU,3/16/10,45,80,263,731,2000,Intel
AMD Ryzen Threadripper PRO 3975WX,CPU,7/14/20,7,280,74,3800,3500,AMD
AMD Ryzen Threadripper PRO 3945WX,CPU,7/14/20,7,280,74,3800,4000,AMD
AMD Athlon 64 X2 6400+ BE,CPU,8/20/07,90,125,230,227,3200,AMD
Intel Core 2 Extreme QX6850,CPU,7/15/07,65,130,143,582,3000,Intel
Intel Core 2 Duo E8200,CPU,1/1/08,45,65,107,410,2667,Intel
Intel Xeon Platinum 8260M,CPU,12/11/18,14,165,,8000,2400,Intel
AMD Opteron 844,CPU,5/18/04,130,82,193,106,1800,AMD
AMD Athlon 64 LE-1600,CPU,10/8/07,90,45,230,227,2200,AMD
AMD Athlon 64 3400+,CPU,4/27/04,130,89,144,69,2200,AMD
Intel Core i5-760,CPU,7/18/10,45,95,296,774,2800,Intel
AMD Ryzen 7 PRO 2700X,CPU,9/19/18,12,95,192,4800,3600,AMD
AMD A6-4455M,CPU,5/15/12,32,17,246,1178,2100,AMD
Intel Pentium 4 1.3,CPU,1/3/01,180,52,217,42,1300,Intel
AMD Phenom X4 9950 BE (140W),CPU,3/27/08,65,140,285,450,2600,AMD
AMD Athlon 64 X2 3800+,CPU,5/23/06,90,89,220,154,2000,AMD
AMD Ryzen Embedded V1756B,CPU,2/21/18,14,45,210,4950,3250,AMD
AMD Turion 64 ML-32,CPU,3/10/05,90,35,125,114,1800,AMD
Intel Xeon E5607,CPU,2/14/11,32,80,239,1170,2266,Intel
AMD Sempron 180,CPU,9/1/10,45,45,117,234,2400,AMD
AMD Athlon XP 2200+,CPU,9/1/03,130,63,,63,1800,AMD
AMD Opteron 840,CPU,6/30/03,130,85,193,106,1400,AMD
AMD Athlon II X2 215,CPU,10/20/09,45,65,117,410,2700,AMD
Intel Core 2 Duo E4500,CPU,7/22/07,65,65,111,167,2200,Intel
AMD EPYC 7401,CPU,6/29/17,14,170,213,4800,2000,AMD
AMD Athlon 64 3200+,CPU,1/1/01,90,59,84,69,2200,AMD
Intel Pentium 4 1.5,CPU,8/27/01,180,58,217,42,1500,Intel
Intel Xeon L5530,CPU,8/9/09,45,60,263,731,2400,Intel
AMD Phenom X3 8750,CPU,4/23/08,65,95,285,450,2400,AMD
Intel Pentium 3550M,CPU,9/1/13,22,37,118,1400,2300,Intel
AMD A4-5050,CPU,2/1/14,32,15,246,1178,1500,AMD
AMD Athlon 64 X2 5200+ EE,CPU,9/6/06,90,65,220,154,2600,AMD
AMD Athlon 240GE,CPU,12/21/18,14,35,192,4800,3500,AMD
Intel Core i5-2320,CPU,9/4/11,32,95,216,1160,3000,Intel
Intel Celeron 2.20,CPU,11/20/02,130,73,146,55,2200,Intel
AMD Athlon 64 4000+,CPU,10/19/04,130,89,193,106,2400,AMD
AMD Athlon X2 BE-2350,CPU,10/8/07,65,45,126,154,2100,AMD
AMD Opteron 150,CPU,8/2/05,90,85,,106,2400,AMD
AMD Athlon II X4 620e,CPU,5/3/11,45,45,169,300,2600,AMD
Intel Atom Z530P,CPU,3/2/09,45,2,26,47,1600,Intel
Intel Pentium G4520,CPU,9/1/15,14,51,150,1400,3600,Intel
Intel Xeon Platinum 8256,CPU,12/11/18,14,105,,8000,3800,Intel
AMD Athlon 64 2650e,CPU,1/1/09,65,15,77,122,1600,AMD
AMD Phenom II X3 B77,CPU,5/11/10,45,95,258,758,3200,AMD
Intel Core i3-2350M,CPU,10/1/11,32,35,149,624,2300,Intel
AMD Opteron 852,CPU,2/14/05,90,92,,106,2600,AMD
AMD Sempron 3000+,CPU,10/1/05,90,62,84,63,1800,AMD
AMD A6-5400K,CPU,10/2/12,32,65,246,1178,3600,AMD
Intel Mobile Pentium 4 HT 3.20,CPU,9/23/03,130,76,131,55,3200,Intel
AMD Athlon 1000,CPU,6/5/00,180,54,120,37,1000,AMD
Intel Core i3-4370,CPU,7/21/14,22,54,177,1400,3800,Intel
AMD Sempron 3300+,CPU,4/1/05,90,62,84,63,2000,AMD
Intel Atom Z600,CPU,5/4/10,45,1,65,140,1200,Intel
AMD Athlon 64 X2 5000+,CPU,12/5/06,65,65,126,154,2600,AMD
AMD Sempron 3600+,CPU,5/23/06,90,62,103,81,2000,AMD
AMD Opteron 154,CPU,8/2/05,90,104,,106,2800,AMD
Intel Xeon MP 3.33,CPU,3/29/05,90,135,,286,3333,Intel
AMD Athlon 64 3800+,CPU,2/20/07,90,62,230,227,2400,AMD
Intel Xeon E5540,CPU,3/30/09,45,80,263,731,2533,Intel
Intel Xeon 3.4,CPU,2/14/05,90,135,169,178,3400,Intel
AMD Athlon II X3 460,CPU,5/3/11,45,95,169,300,3400,AMD
Intel Atom Z520PT,CPU,3/2/09,45,2,26,47,1334,Intel
Intel Pentium 4 2.26,CPU,1/7/02,130,110,146,55,2261,Intel
Intel Celeron G530T,CPU,9/4/11,32,35,131,504,2000,Intel
AMD Phenom II X6 1065T,CPU,12/7/10,45,125,346,904,2900,AMD
Intel Core i7-3840QM,CPU,9/3/12,22,45,160,1400,2800,Intel
AMD Phenom II X2 550,CPU,11/4/09,45,80,258,758,3100,AMD
Intel Xeon X5550,CPU,3/30/09,45,95,263,731,2666,Intel
Intel Core i7-930,CPU,2/28/10,45,130,263,731,2800,Intel
Intel Pentium G870,CPU,6/3/12,32,65,131,504,3100,Intel
Intel Core i5-4440S,CPU,9/1/13,22,65,177,1400,2800,Intel
Intel Xeon L5508,CPU,3/30/09,45,38,263,731,2000,Intel
AMD Phenom II X4 955 (95W),CPU,4/1/09,45,95,258,758,3200,AMD
AMD Opteron X2 265 HE,CPU,8/1/05,90,55,,233,1800,AMD
AMD A8-3500M,CPU,6/14/11,32,35,228,1178,1500,AMD
Intel Pentium 4 HT 570,CPU,6/21/04,90,115,109,125,3800,Intel
Intel Core i7-980X,CPU,3/16/10,32,130,239,1170,3333,Intel
AMD Ryzen Threadripper 2950X,CPU,8/13/18,12,180,213,19200,3500,AMD
AMD A8-6600K,CPU,6/1/13,32,100,246,1178,3900,AMD
AMD A8-3800,CPU,6/30/11,32,65,228,1178,2400,AMD
AMD Athlon XP 3200+,CPU,1/1/01,130,77,101,63,2200,AMD
AMD Athlon 64 2600+,CPU,1/1/08,65,15,77,122,1600,AMD
Intel Core i3-4360T,CPU,7/21/14,22,35,177,1400,3200,Intel
Intel Xeon W3690,CPU,2/14/11,32,130,239,1170,3466,Intel
AMD Athlon 650,CPU,6/5/00,180,38,120,37,650,AMD
AMD Sempron 3100+,CPU,7/28/04,130,62,144,63,1800,AMD
AMD FX-6330,CPU,12/15/15,32,125,315,1200,3600,AMD
AMD Athlon 64 FX-53,CPU,6/1/04,130,89,193,105,2400,AMD
Intel Atom E645CT,CPU,11/22/10,45,4,26,47,1000,Intel
Intel Core 2 Quad Q9400S,CPU,1/18/09,45,65,82,456,2666,Intel
Intel Core i7-4910MQ,CPU,1/20/14,22,47,177,1400,2900,Intel
Intel Atom N450,CPU,12/21/09,45,6,66,123,1667,Intel
Intel Pentium G620T,CPU,5/22/11,32,35,131,504,2200,Intel
AMD Athlon X4 940,CPU,7/27/17,28,65,246,1178,3200,AMD
AMD Athlon XP 1700+,CPU,10/9/01,180,64,150,37,1467,AMD
AMD Opteron 254,CPU,8/1/05,90,92,,106,2800,AMD
Intel Xeon E3-1245,CPU,4/3/11,32,95,216,1160,3300,Intel
Intel Core 2 Solo ULV SU3300,CPU,5/1/08,45,5,107,410,1200,Intel
Intel Pentium 4 1.7,CPU,8/27/01,180,64,217,42,1700,Intel
AMD FX-8120,CPU,10/12/11,32,125,315,1200,3100,AMD
AMD Ryzen 5 4500U,CPU,1/6/20,7,25,156,9800,2300,AMD
Intel Core i5-650,CPU,1/7/10,32,73,81,382,3200,Intel
